C This is dla.cc ver.2.0.5

I N_PROC = 1
P D       =            2
P L       =            8      8
P BETA    =      10.0000000000000000
P NSET    =            4
P NPRE    =         1000
P NTHERM  =          100
P NDECOR  =          100
P NMCS    =          100
P SEED    =    198212240
P NSEGMAX =       100000
P NVERMAX =       100000
P BETA    = 10.000000000000
P NTAU    =           10
P NCYC    =           30
P ALGFILE = algorithm.xml
P LATFILE = lattice.xml
P WVFILE = wv.xml
P DISPFILE  = disp.xml
P OUTFILE    = res_0.dat
P CFOUTFILE  = cf_0.dat
P SFOUTFILE  = sf_0.dat
P CKOUTFILE  = ck_0.dat
P SIMULATIONTIME   =     0.000000
R C0t0 = 1.16658333e+00 8.15148816e-03
R C0t1 = 1.05850000e+00 8.92587790e-03
R C0t2 = 1.00766667e+00 9.14922583e-03
R C0t3 = 9.74000000e-01 9.98679684e-03
R C0t4 = 9.46000000e-01 1.24210470e-02
R C0t5 = 9.40166667e-01 1.14291295e-02
R C0t6 = 9.49083333e-01 1.03875148e-02
R C0t7 = 9.70250000e-01 6.86324753e-03
R C0t8 = 1.01308333e+00 5.11827698e-03
R C0t9 = 1.06841667e+00 5.63080976e-03

R C1t0 = 5.04833333e-01 5.17785527e-03
R C1t1 = 8.33333333e-04 1.26119065e-02
R C1t2 = -6.33333333e-03 4.64030251e-03
R C1t3 = -1.32500000e-02 2.92221694e-03
R C1t4 = 1.75000000e-03 6.09131896e-03
R C1t5 = -1.75000000e-03 3.87806032e-03
R C1t6 = -7.50000000e-03 9.22481557e-03
R C1t7 = 2.75000000e-03 6.43863483e-03
R C1t8 = 2.50000000e-04 6.65084929e-03
R C1t9 = 1.34166667e-02 2.39453467e-03

R C2t0 = 4.89083333e-01 1.10228088e-02
R C2t1 = 1.31666667e-02 1.10619049e-02
R C2t2 = -3.16666667e-03 1.17735186e-02
R C2t3 = 3.33333333e-03 7.68084438e-03
R C2t4 = 5.00000000e-03 1.57674066e-03
R C2t5 = 6.25000000e-03 1.00596600e-02
R C2t6 = -1.66666667e-04 1.22037107e-02
R C2t7 = -3.83333333e-03 8.61550067e-03
R C2t8 = 2.66666667e-03 9.20371302e-03
R C2t9 = 8.08333333e-03 8.04227833e-03

R C3t0 = 4.90500000e-01 1.50769631e-03
R C3t1 = -1.53333333e-02 1.10212337e-02
R C3t2 = -3.16666667e-03 8.69945720e-03
R C3t3 = -3.58333333e-03 6.03251222e-03
R C3t4 = -2.08333333e-03 4.06116431e-03
R C3t5 = 8.33333333e-03 1.64202619e-02
R C3t6 = -1.40833333e-02 4.45060337e-03
R C3t7 = -1.83333333e-02 5.44458617e-03
R C3t8 = -6.66666667e-04 5.44203461e-03
R C3t9 = 9.41666667e-03 6.09359864e-03

