C This is dla.cc ver.2.0.5

I N_PROC = 1
P D       =            2
P L       =            8      8
P BETA    =      10.0000000000000000
P NSET    =            4
P NPRE    =         1000
P NTHERM  =          100
P NDECOR  =          100
P NMCS    =          100
P SEED    =    198212240
P NSEGMAX =       100000
P NVERMAX =       100000
P BETA    = 10.000000000000
P NTAU    =           10
P NCYC    =           93
P ALGFILE = algorithm.xml
P LATFILE = lattice.xml
P WVFILE = wv.xml
P DISPFILE  = disp.xml
P OUTFILE    = res_4.dat
P CFOUTFILE  = cf_4.dat
P SFOUTFILE  = sf_4.dat
P CKOUTFILE  = ck_4.dat
P SIMULATIONTIME   =     0.000000
R C0t0 = 1.59803125e+01 4.01869411e-03
R C0t1 = 1.59803125e+01 4.01869411e-03
R C0t2 = 1.59803125e+01 4.01869411e-03
R C0t3 = 1.59803125e+01 4.01869411e-03
R C0t4 = 1.59803125e+01 4.01869411e-03
R C0t5 = 1.59803125e+01 4.01869411e-03
R C0t6 = 1.59803125e+01 4.01869411e-03
R C0t7 = 1.59803125e+01 4.01869411e-03
R C0t8 = 1.59803125e+01 4.01869411e-03
R C0t9 = 1.59803125e+01 4.01869411e-03

R C1t0 = 4.82031250e-02 9.63907588e-04
R C1t1 = -3.12500000e-05 6.15156865e-04
R C1t2 = -6.71875000e-04 8.06114733e-04
R C1t3 = -9.37500000e-05 5.05020369e-04
R C1t4 = 6.56250000e-04 5.97166704e-04
R C1t5 = 1.56250000e-04 1.38284928e-03
R C1t6 = 6.56250000e-04 5.97166704e-04
R C1t7 = -9.37500000e-05 5.05020369e-04
R C1t8 = -6.71875000e-04 8.06114733e-04
R C1t9 = -3.12500000e-05 6.15156865e-04

R C2t0 = 4.93281250e-02 1.88929016e-03
R C2t1 = 8.75000000e-04 3.99991862e-04
R C2t2 = 3.28125000e-04 3.64099381e-04
R C2t3 = -7.81250000e-04 1.17904059e-03
R C2t4 = 1.28125000e-03 6.74715411e-04
R C2t5 = 5.46875000e-04 7.67641901e-04
R C2t6 = 1.28125000e-03 6.74715411e-04
R C2t7 = -7.81250000e-04 1.17904059e-03
R C2t8 = 3.28125000e-04 3.64099381e-04
R C2t9 = 8.75000000e-04 3.99991862e-04

R C3t0 = 1.27669063e+01 6.21765864e-02
R C3t1 = 1.26441563e+01 6.53012637e-02
R C3t2 = 1.26457813e+01 6.58520267e-02
R C3t3 = 1.26452344e+01 6.57650892e-02
R C3t4 = 1.26517344e+01 6.48056169e-02
R C3t5 = 1.26439844e+01 6.64339311e-02
R C3t6 = 1.26517344e+01 6.48056169e-02
R C3t7 = 1.26452344e+01 6.57650892e-02
R C3t8 = 1.26457813e+01 6.58520267e-02
R C3t9 = 1.26441563e+01 6.53012637e-02

