C This is dla.cc ver.2.0.5

I N_PROC = 1
P D       =            2
P L       =            8      8
P BETA    =      10.0000000000000000
P NSET    =            4
P NPRE    =         1000
P NTHERM  =          100
P NDECOR  =          100
P NMCS    =          100
P SEED    =    198212240
P NSEGMAX =       100000
P NVERMAX =       100000
P BETA    = 10.000000000000
P NTAU    =           10
P NCYC    =            8
P ALGFILE = algorithm.xml
P LATFILE = lattice.xml
P WVFILE = wv.xml
P DISPFILE  = disp.xml
P OUTFILE    = res_11.dat
P CFOUTFILE  = cf_11.dat
P SFOUTFILE  = sf_11.dat
P CKOUTFILE  = ck_11.dat
P SIMULATIONTIME   =     0.000000
R C0t0 = 4.48371875e+01 3.97704084e-02
R C0t1 = 4.48371875e+01 3.97704084e-02
R C0t2 = 4.48371875e+01 3.97704084e-02
R C0t3 = 4.48371875e+01 3.97704084e-02
R C0t4 = 4.48371875e+01 3.97704084e-02
R C0t5 = 4.48371875e+01 3.97704084e-02
R C0t6 = 4.48371875e+01 3.97704084e-02
R C0t7 = 4.48371875e+01 3.97704084e-02
R C0t8 = 4.48371875e+01 3.97704084e-02
R C0t9 = 4.48371875e+01 3.97704084e-02

R C1t0 = 1.52718750e-01 3.58774408e-03
R C1t1 = 7.00000000e-03 1.41392581e-03
R C1t2 = 4.96875000e-03 2.45595975e-03
R C1t3 = 7.81250000e-05 2.84399324e-03
R C1t4 = -1.62500000e-03 1.02499682e-03
R C1t5 = 7.71875000e-03 2.52278033e-03
R C1t6 = -1.62500000e-03 1.02499682e-03
R C1t7 = 7.81250000e-05 2.84399324e-03
R C1t8 = 4.96875000e-03 2.45595975e-03
R C1t9 = 7.00000000e-03 1.41392581e-03

R C2t0 = 1.45437500e-01 4.00944929e-03
R C2t1 = 5.54687500e-03 2.69561819e-03
R C2t2 = 2.98437500e-03 1.72784054e-03
R C2t3 = -6.71875000e-04 2.04842499e-03
R C2t4 = 1.95312500e-03 3.53683417e-03
R C2t5 = -4.54687500e-03 4.96488319e-04
R C2t6 = 1.95312500e-03 3.53683417e-03
R C2t7 = -6.71875000e-04 2.04842499e-03
R C2t8 = 2.98437500e-03 1.72784054e-03
R C2t9 = 5.54687500e-03 2.69561819e-03

R C3t0 = 1.76968750e-01 3.26047491e-03
R C3t1 = -3.98437500e-03 4.70341915e-03
R C3t2 = 1.10937500e-03 3.26480253e-03
R C3t3 = -2.32812500e-03 2.05072793e-03
R C3t4 = 9.37500000e-05 2.47681305e-03
R C3t5 = 2.65625000e-04 5.34427538e-03
R C3t6 = 9.37500000e-05 2.47681305e-03
R C3t7 = -2.32812500e-03 2.05072793e-03
R C3t8 = 1.10937500e-03 3.26480253e-03
R C3t9 = -3.98437500e-03 4.70341915e-03

