C This is dla.cc ver.2.0.5

I N_PROC = 1
P D       =            2
P L       =            8      8
P BETA    =      10.0000000000000000
P NSET    =            4
P NPRE    =         1000
P NTHERM  =          100
P NDECOR  =          100
P NMCS    =          100
P SEED    =    198212240
P NSEGMAX =       100000
P NVERMAX =       100000
P BETA    = 10.000000000000
P NTAU    =           10
P NCYC    =            6
P ALGFILE = algorithm.xml
P LATFILE = lattice.xml
P WVFILE = wv.xml
P DISPFILE  = disp.xml
P OUTFILE    = res_3.dat
P CFOUTFILE  = cf_3.dat
P SFOUTFILE  = sf_3.dat
P CKOUTFILE  = ck_3.dat
P SIMULATIONTIME   =     0.000000
R C0t0 = 8.75062500e+00 1.09594357e-01
R C0t1 = 7.79062500e+00 3.24028172e-01
R C0t2 = 6.87479167e+00 2.29456729e-01
R C0t3 = 5.94979167e+00 2.75932630e-01
R C0t4 = 5.89145833e+00 2.73844241e-01
R C0t5 = 5.66770833e+00 2.03629786e-01
R C0t6 = 5.69270833e+00 3.52578527e-01
R C0t7 = 6.07645833e+00 3.62712482e-01
R C0t8 = 6.21437500e+00 2.31812098e-01
R C0t9 = 7.08854167e+00 2.22834584e-01

R C1t0 = 2.85625000e-01 7.83941659e-02
R C1t1 = 1.60416667e-02 5.41264541e-02
R C1t2 = 6.68750000e-02 6.83903683e-02
R C1t3 = -2.72916667e-02 2.04078070e-02
R C1t4 = -2.77083333e-02 1.32740653e-02
R C1t5 = 3.81250000e-02 4.27868519e-02
R C1t6 = 5.77083333e-02 4.90020490e-02
R C1t7 = -6.87500000e-03 3.91125143e-02
R C1t8 = -5.56250000e-02 4.92635286e-02
R C1t9 = -3.31250000e-02 3.54948076e-02

R C2t0 = 4.31041667e-01 4.77871135e-02
R C2t1 = 5.62500000e-03 3.65439471e-02
R C2t2 = 7.81250000e-02 9.33279853e-02
R C2t3 = -5.22916667e-02 4.13800909e-02
R C2t4 = -4.22916667e-02 3.48880070e-02
R C2t5 = 2.18750000e-02 2.25959246e-02
R C2t6 = 2.89583333e-02 3.30935385e-02
R C2t7 = -1.06250000e-02 3.46215903e-02
R C2t8 = -1.18958333e-01 3.86316517e-02
R C2t9 = -3.02083333e-02 5.52072851e-02

R C3t0 = 2.04375000e-01 4.55272291e-02
R C3t1 = 2.85416667e-02 4.72745319e-02
R C3t2 = -4.47916667e-02 5.34215579e-02
R C3t3 = 2.89583333e-02 3.76975890e-02
R C3t4 = 1.93750000e-02 5.04130795e-02
R C3t5 = 6.22916667e-02 6.08508108e-02
R C3t6 = 4.06250000e-02 2.43916135e-02
R C3t7 = 2.02083333e-02 4.42705474e-02
R C3t8 = -8.95833333e-03 2.99234653e-02
R C3t9 = -3.85416667e-02 5.26490114e-02

