C This is dla.cc ver.2.0.5

I N_PROC = 1
P D       =            2
P L       =            8      8
P BETA    =      10.0000000000000000
P NSET    =            4
P NPRE    =         1000
P NTHERM  =          100
P NDECOR  =          100
P NMCS    =          100
P SEED    =    198212240
P NSEGMAX =       100000
P NVERMAX =       100000
P BETA    = 10.000000000000
P NTAU    =           10
P NCYC    =          199
P ALGFILE = algorithm.xml
P LATFILE = lattice.xml
P WVFILE = wv.xml
P DISPFILE  = disp.xml
P OUTFILE    = res_5.dat
P CFOUTFILE  = cf_5.dat
P SFOUTFILE  = sf_5.dat
P CKOUTFILE  = ck_5.dat
P SIMULATIONTIME   =     0.000000
R C0t0 = 1.29360553e+00 6.82799828e-03
R C0t1 = 2.56633166e-01 3.96427954e-03
R C0t2 = 1.09623116e-01 5.59538581e-03
R C0t3 = 4.66206030e-02 3.11458993e-03
R C0t4 = 2.27512563e-02 8.96431098e-04
R C0t5 = 1.64698492e-02 1.18798884e-03
R C0t6 = 2.54899497e-02 8.98541316e-04
R C0t7 = 4.81783920e-02 2.94869523e-03
R C0t8 = 1.12977387e-01 3.94071402e-03
R C0t9 = 2.62839196e-01 5.38003399e-03

R C1t0 = 2.99321608e-01 1.95756971e-03
R C1t1 = 1.19974874e-02 1.94084974e-03
R C1t2 = 3.68090452e-03 1.80990290e-03
R C1t3 = 9.17085427e-04 5.93651123e-04
R C1t4 = 2.38693467e-04 3.16739080e-04
R C1t5 = -7.16080402e-04 3.12053828e-04
R C1t6 = 4.77386935e-04 4.15650090e-04
R C1t7 = 1.83417085e-03 4.03316554e-04
R C1t8 = 3.83165829e-03 1.07803781e-03
R C1t9 = 1.24246231e-02 2.54612219e-03

R C2t0 = 4.53869347e-01 2.35487149e-03
R C2t1 = 1.02010050e-02 2.41284535e-03
R C2t2 = 6.15577889e-04 1.14725849e-03
R C2t3 = 5.27638191e-04 4.21681604e-04
R C2t4 = -4.27135678e-04 5.76431049e-04
R C2t5 = 2.51256281e-04 5.48176488e-04
R C2t6 = 7.53768844e-05 9.28855654e-05
R C2t7 = 4.52261307e-04 9.84933169e-04
R C2t8 = -6.65829146e-04 1.32116771e-03
R C2t9 = 1.03391960e-02 1.73668504e-03

R C3t0 = 3.04007538e-01 3.44622057e-03
R C3t1 = 1.18718593e-02 2.08107101e-03
R C3t2 = 2.23618090e-03 1.03035501e-03
R C3t3 = -7.03517588e-04 9.83864332e-04
R C3t4 = 6.78391960e-04 4.52028602e-04
R C3t5 = 4.52261307e-04 5.82061988e-04
R C3t6 = 2.88944724e-04 4.31485878e-04
R C3t7 = -8.79396985e-05 6.23390751e-04
R C3t8 = 3.73115578e-03 3.24613651e-04
R C3t9 = 1.26130653e-02 2.20543293e-03

