C This is dla.cc ver.2.0.5

I N_PROC = 1
P D       =            2
P L       =            8      8
P BETA    =      10.0000000000000000
P NSET    =            4
P NPRE    =         1000
P NTHERM  =          100
P NDECOR  =          100
P NMCS    =          100
P SEED    =    198212240
P NSEGMAX =       100000
P NVERMAX =       100000
P BETA    = 10.000000000000
P NTAU    =           10
P NCYC    =            8
P ALGFILE = algorithm.xml
P LATFILE = lattice.xml
P WVFILE = wv.xml
P DISPFILE  = disp.xml
P OUTFILE    = res_11.dat
P CFOUTFILE  = cf_11.dat
P SFOUTFILE  = sf_11.dat
P CKOUTFILE  = ck_11.dat
P SIMULATIONTIME   =     0.000000
R C0t0 = 6.98500000e+00 1.19111566e-01
R C0t1 = 6.14531250e+00 6.71327296e-02
R C0t2 = 5.54593750e+00 1.03375485e-01
R C0t3 = 5.16812500e+00 1.17204027e-01
R C0t4 = 4.92250000e+00 9.17682912e-02
R C0t5 = 4.86500000e+00 7.84580401e-02
R C0t6 = 5.06687500e+00 5.18693521e-02
R C0t7 = 5.19750000e+00 4.07569971e-02
R C0t8 = 5.57187500e+00 9.86949345e-02
R C0t9 = 6.00562500e+00 1.51611354e-01

R C1t0 = 3.73125000e-01 5.01748246e-02
R C1t1 = -4.37500000e-03 4.85177427e-02
R C1t2 = -3.40625000e-02 4.22222079e-02
R C1t3 = -2.09375000e-02 3.05190557e-02
R C1t4 = -2.90625000e-02 2.99331938e-02
R C1t5 = -2.59375000e-02 1.44213474e-02
R C1t6 = 3.81250000e-02 4.38696281e-02
R C1t7 = -1.15625000e-02 2.49798096e-02
R C1t8 = 8.37500000e-02 4.81919178e-02
R C1t9 = -4.15625000e-02 8.74441786e-03

R C2t0 = 2.81875000e-01 2.07743958e-02
R C2t1 = -2.50000000e-03 5.95857007e-02
R C2t2 = -2.09375000e-02 2.80722886e-02
R C2t3 = 2.50000000e-02 1.54553288e-02
R C2t4 = -2.93750000e-02 3.48854151e-02
R C2t5 = 1.12500000e-02 4.69256671e-02
R C2t6 = 2.06250000e-02 2.61891656e-02
R C2t7 = 1.53125000e-02 4.15914686e-02
R C2t8 = 2.21875000e-02 1.58288782e-02
R C2t9 = -5.90625000e-02 1.91527916e-02

R C3t0 = 3.49375000e-01 2.69246151e-02
R C3t1 = 3.84375000e-02 3.55834004e-02
R C3t2 = 1.09375000e-02 2.25902415e-02
R C3t3 = -2.09375000e-02 4.34007638e-02
R C3t4 = 1.46875000e-02 1.93926331e-02
R C3t5 = 1.59375000e-02 2.17084433e-02
R C3t6 = 2.68750000e-02 1.23190021e-02
R C3t7 = -1.31250000e-02 4.45280518e-02
R C3t8 = -4.65625000e-02 4.29589951e-02
R C3t9 = -5.18750000e-02 3.68352540e-02

