C This is dla.cc ver.2.0.5

I N_PROC = 1
P D       =            1
P L       =           32
P BETA    =      20.0000000000000000
P NSET    =            5
P NPRE    =         1000
P NTHERM  =         1000
P NDECOR  =         1000
P NMCS    =         1000
P SEED    =    198212240
P NSEGMAX =       100000
P NVERMAX =       100000
P BETA    = 20.000000000000
P NTAU    =           10
P NCYC    =           37
P ALGFILE = algorithm.xml
P LATFILE = lattice.xml
P WVFILE = wv.xml
P DISPFILE  = disp.xml
P OUTFILE    = res_2_0.dat
P CFOUTFILE  = cf_2_0.dat
P SFOUTFILE  = sf_2_0.dat
P CKOUTFILE  = ck_2_0.dat
P SIMULATIONTIME   =     0.000000
R C0t0 = 3.32562162e-01 5.79674602e-04
R C0t1 = 5.54243243e-02 4.13403094e-04
R C0t2 = 1.80405405e-02 2.56258407e-04
R C0t3 = 7.30810811e-03 2.93974055e-04
R C0t4 = 3.45135135e-03 2.41078960e-04
R C0t5 = 2.57837838e-03 2.14920102e-04
R C0t6 = 3.31621622e-03 1.24998174e-04
R C0t7 = 7.09729730e-03 2.03888424e-04
R C0t8 = 1.82567568e-02 2.65050955e-04
R C0t9 = 5.68864865e-02 4.85784027e-04

R C1t0 = 2.34397297e-01 9.20562917e-04
R C1t1 = 5.29864865e-02 6.77982548e-04
R C1t2 = 1.76297297e-02 4.06004062e-04
R C1t3 = 7.45675676e-03 3.99447208e-04
R C1t4 = 3.45135135e-03 3.15146029e-04
R C1t5 = 2.38108108e-03 1.62128375e-04
R C1t6 = 3.29189189e-03 1.45958458e-04
R C1t7 = 7.17837838e-03 2.97248153e-04
R C1t8 = 1.86216216e-02 4.00807257e-04
R C1t9 = 5.43513514e-02 3.84981003e-04

R C2t0 = 1.25381081e-01 8.78933297e-04
R C2t1 = 4.94297297e-02 4.26958599e-04
R C2t2 = 1.77891892e-02 2.65106068e-04
R C2t3 = 7.19459459e-03 2.60449967e-04
R C2t4 = 3.29459459e-03 1.55810283e-04
R C2t5 = 2.35135135e-03 1.94941508e-04
R C2t6 = 3.13243243e-03 2.23623131e-04
R C2t7 = 6.81351351e-03 2.40084597e-04
R C2t8 = 1.80513514e-02 3.34835306e-04
R C2t9 = 5.11513514e-02 6.51701711e-04

R C3t0 = 9.70540541e-02 5.73775572e-04
R C3t1 = 4.36540541e-02 1.17233137e-04
R C3t2 = 1.64432432e-02 1.95334554e-04
R C3t3 = 6.64054054e-03 3.37177733e-04
R C3t4 = 3.45675676e-03 2.33959472e-04
R C3t5 = 2.30000000e-03 1.36506555e-04
R C3t6 = 3.22432432e-03 1.73668366e-04
R C3t7 = 6.78108108e-03 1.99314017e-04
R C3t8 = 1.75594595e-02 4.08470396e-04
R C3t9 = 4.49081081e-02 4.84066805e-04

R C4t0 = 6.99135135e-02 4.99535942e-04
R C4t1 = 3.79891892e-02 1.67883312e-04
R C4t2 = 1.54000000e-02 2.28957366e-04
R C4t3 = 6.38378378e-03 2.19510379e-04
R C4t4 = 3.13513514e-03 2.21926290e-04
R C4t5 = 2.19459459e-03 1.79917601e-04
R C4t6 = 3.00810811e-03 1.24044927e-04
R C4t7 = 6.30000000e-03 2.04246374e-04
R C4t8 = 1.61972973e-02 3.19205094e-04
R C4t9 = 3.97351351e-02 8.76240642e-04

R C5t0 = 5.56270270e-02 6.75832414e-04
R C5t1 = 3.29270270e-02 4.49872151e-04
R C5t2 = 1.41891892e-02 2.21019287e-04
R C5t3 = 6.17297297e-03 2.98566089e-04
R C5t4 = 3.11351351e-03 1.43115700e-04
R C5t5 = 2.14054054e-03 1.29659328e-04
R C5t6 = 3.10270270e-03 1.44954087e-04
R C5t7 = 6.12432432e-03 1.09234002e-04
R C5t8 = 1.44729730e-02 2.64913123e-04
R C5t9 = 3.40918919e-02 5.34892793e-04

R C6t0 = 4.23297297e-02 6.93897536e-04
R C6t1 = 2.82972973e-02 3.15215557e-04
R C6t2 = 1.29081081e-02 3.05190070e-04
R C6t3 = 5.56486486e-03 3.61177564e-04
R C6t4 = 2.91081081e-03 1.28669655e-04
R C6t5 = 2.13783784e-03 1.86926625e-04
R C6t6 = 3.08378378e-03 2.06425277e-04
R C6t7 = 5.82702703e-03 1.72497234e-04
R C6t8 = 1.32108108e-02 3.77909942e-04
R C6t9 = 2.88405405e-02 2.48971588e-04

R C7t0 = 3.43459459e-02 2.27637532e-04
R C7t1 = 2.38243243e-02 2.51982642e-04
R C7t2 = 1.12405405e-02 2.33060120e-04
R C7t3 = 5.35135135e-03 2.40525356e-04
R C7t4 = 2.71891892e-03 1.53686142e-04
R C7t5 = 2.09459459e-03 1.19653749e-04
R C7t6 = 3.00000000e-03 1.48832810e-04
R C7t7 = 5.36756757e-03 1.45004471e-04
R C7t8 = 1.19054054e-02 2.88791087e-04
R C7t9 = 2.49864865e-02 3.97605139e-04

R C8t0 = 2.75729730e-02 2.42814938e-04
R C8t1 = 1.99540541e-02 3.94645498e-04
R C8t2 = 1.01054054e-02 2.19876119e-04
R C8t3 = 5.04594595e-03 1.94077767e-04
R C8t4 = 2.50540541e-03 9.80637976e-05
R C8t5 = 1.95945946e-03 6.74322970e-05
R C8t6 = 2.77027027e-03 1.99020611e-04
R C8t7 = 4.99729730e-03 3.03540106e-04
R C8t8 = 1.08459459e-02 4.28712888e-04
R C8t9 = 2.09621622e-02 2.56094452e-04

R C9t0 = 2.23405405e-02 5.90517348e-04
R C9t1 = 1.65027027e-02 3.74970172e-04
R C9t2 = 9.29729730e-03 2.69153096e-04
R C9t3 = 4.70540541e-03 2.30420266e-04
R C9t4 = 2.58378378e-03 1.55105468e-04
R C9t5 = 2.06486486e-03 1.26147038e-04
R C9t6 = 2.62702703e-03 1.50273673e-04
R C9t7 = 4.87837838e-03 1.89526726e-04
R C9t8 = 9.92162162e-03 2.19293973e-04
R C9t9 = 1.79162162e-02 4.57695341e-04

R C10t0 = 1.84432432e-02 4.49319752e-04
R C10t1 = 1.42513514e-02 3.17886556e-04
R C10t2 = 8.20000000e-03 1.67665621e-04
R C10t3 = 4.56486486e-03 3.20084905e-04
R C10t4 = 2.42432432e-03 1.53281610e-04
R C10t5 = 1.98108108e-03 1.42091237e-04
R C10t6 = 2.57027027e-03 1.74287656e-04
R C10t7 = 4.59459459e-03 1.10364957e-04
R C10t8 = 8.95405405e-03 3.25857861e-04
R C10t9 = 1.53837838e-02 6.02536033e-04

R C11t0 = 1.58567568e-02 4.13491432e-04
R C11t1 = 1.24621622e-02 1.56219957e-04
R C11t2 = 7.77567568e-03 3.03064456e-04
