C This is dla.cc ver.2.0.5

I N_PROC = 1
P D       =            1
P L       =           32
P BETA    =       0.6666666666666666
P NSET    =            5
P NPRE    =         1000
P NTHERM  =         1000
P NDECOR  =         1000
P NMCS    =         1000
P SEED    =    198212240
P NSEGMAX =       100000
P NVERMAX =       100000
P BETA    = 0.666666666667
P NTAU    =           10
P NCYC    =           23
P ALGFILE = algorithm.xml
P LATFILE = lattice.xml
P WVFILE = wv.xml
P DISPFILE  = disp.xml
P OUTFILE    = res_2_12.dat
P CFOUTFILE  = cf_2_12.dat
P SFOUTFILE  = sf_2_12.dat
P CKOUTFILE  = ck_2_12.dat
P SIMULATIONTIME   =     0.000000
R C0t0 = 3.33152174e-01 9.32758172e-04
R C0t1 = 3.17521739e-01 1.34255632e-03
R C0t2 = 3.05600000e-01 1.49068627e-03
R C0t3 = 2.97873913e-01 1.25277386e-03
R C0t4 = 2.93647826e-01 1.03835700e-03
R C0t5 = 2.91652174e-01 7.92360738e-04
R C0t6 = 2.92213043e-01 8.65272011e-04
R C0t7 = 2.97069565e-01 7.77410271e-04
R C0t8 = 3.05656522e-01 7.54614036e-04
R C0t9 = 3.18091304e-01 1.34441012e-03

R C1t0 = 1.36308696e-01 6.34037681e-04
R C1t1 = 1.27847826e-01 6.50468785e-04
R C1t2 = 1.21982609e-01 4.91535152e-04
R C1t3 = 1.18126087e-01 4.39936840e-04
R C1t4 = 1.15456522e-01 8.16853431e-04
R C1t5 = 1.14473913e-01 7.00775967e-04
R C1t6 = 1.15130435e-01 4.71543738e-04
R C1t7 = 1.17656522e-01 4.04920119e-04
R C1t8 = 1.22260870e-01 5.07644771e-04
R C1t9 = 1.28378261e-01 6.41639559e-04

R C2t0 = 4.86260870e-02 6.80486871e-04
R C2t1 = 4.84217391e-02 6.55772680e-04
R C2t2 = 4.87608696e-02 5.42128759e-04
R C2t3 = 4.91391304e-02 6.49654554e-04
R C2t4 = 4.93608696e-02 6.71827066e-04
R C2t5 = 4.94130435e-02 5.84495646e-04
R C2t6 = 4.94217391e-02 4.36334188e-04
R C2t7 = 4.91695652e-02 6.21617501e-04
R C2t8 = 4.89565217e-02 8.07719139e-04
R C2t9 = 4.86521739e-02 7.40790974e-04

R C3t0 = 1.91913043e-02 3.44782883e-04
R C3t1 = 1.92913043e-02 2.58741319e-04
R C3t2 = 1.95304348e-02 2.53389126e-04
R C3t3 = 1.94913043e-02 2.65056972e-04
R C3t4 = 1.95956522e-02 3.43492020e-04
R C3t5 = 1.94391304e-02 2.88844252e-04
R C3t6 = 1.92347826e-02 3.15734209e-04
R C3t7 = 1.93434783e-02 3.33849632e-04
R C3t8 = 1.91347826e-02 3.18713743e-04
R C3t9 = 1.92347826e-02 4.29445503e-04

R C4t0 = 7.95217391e-03 2.63608807e-04
R C4t1 = 7.84347826e-03 2.39071139e-04
R C4t2 = 8.03913043e-03 2.24387425e-04
R C4t3 = 8.04347826e-03 1.91378444e-04
R C4t4 = 7.81739130e-03 2.17673730e-04
R C4t5 = 7.96086957e-03 1.63752083e-04
R C4t6 = 7.94347826e-03 1.56551929e-04
R C4t7 = 7.92608696e-03 2.27233714e-04
R C4t8 = 7.86086957e-03 2.60379975e-04
R C4t9 = 7.97391304e-03 2.76471830e-04

R C5t0 = 3.15652174e-03 1.35307533e-04
R C5t1 = 3.11739130e-03 1.38449420e-04
R C5t2 = 3.05217391e-03 1.46251202e-04
R C5t3 = 3.00869565e-03 1.46412680e-04
R C5t4 = 2.99130435e-03 1.48972537e-04
R C5t5 = 3.04347826e-03 1.71449949e-04
R C5t6 = 3.22173913e-03 1.55309314e-04
R C5t7 = 3.15652174e-03 1.38926481e-04
R C5t8 = 3.15652174e-03 1.79581534e-04
R C5t9 = 3.19130435e-03 1.42121384e-04

R C6t0 = 1.17826087e-03 1.15114803e-04
R C6t1 = 1.15217391e-03 1.33832556e-04
R C6t2 = 1.14782609e-03 9.60958092e-05
R C6t3 = 1.16956522e-03 8.76062682e-05
R C6t4 = 1.22173913e-03 1.18153724e-04
R C6t5 = 1.24347826e-03 1.07471366e-04
R C6t6 = 1.22173913e-03 1.15114803e-04
R C6t7 = 1.26086957e-03 1.20842975e-04
R C6t8 = 1.23913043e-03 1.19070121e-04
R C6t9 = 1.20869565e-03 1.43313476e-04

R C7t0 = 4.82608696e-04 6.35288661e-05
R C7t1 = 4.86956522e-04 6.68632891e-05
R C7t2 = 4.95652174e-04 7.63659481e-05
R C7t3 = 4.82608696e-04 6.57226803e-05
R C7t4 = 4.82608696e-04 5.60178206e-05
R C7t5 = 4.82608696e-04 4.78260870e-05
R C7t6 = 4.91304348e-04 3.54554488e-05
R C7t7 = 5.00000000e-04 3.15029929e-05
R C7t8 = 4.95652174e-04 2.86758825e-05
R C7t9 = 4.91304348e-04 3.26810791e-05

R C8t0 = 1.69565217e-04 1.44201078e-05
R C8t1 = 1.86956522e-04 8.69565217e-06
R C8t2 = 2.00000000e-04 1.73913043e-05
R C8t3 = 2.04347826e-04 3.12015219e-05
R C8t4 = 1.91304348e-04 2.32110397e-05
R C8t5 = 2.13043478e-04 3.32544751e-05
R C8t6 = 1.91304348e-04 2.32110397e-05
R C8t7 = 2.00000000e-04 3.02791050e-05
R C8t8 = 1.86956522e-04 2.44021134e-05
R C8t9 = 1.86956522e-04 1.47441956e-05

R C9t0 = 6.95652174e-05 2.21696501e-05
R C9t1 = 8.69565217e-05 2.66248885e-05
R C9t2 = 7.82608696e-05 2.44021134e-05
R C9t3 = 8.69565217e-05 2.57220860e-05
R C9t4 = 8.69565217e-05 2.57220860e-05
R C9t5 = 9.13043478e-05 2.86758825e-05
R C9t6 = 8.69565217e-05 2.99653234e-05
R C9t7 = 8.26086957e-05 3.18016062e-05
R C9t8 = 8.26086957e-05 2.78396706e-05
R C9t9 = 7.82608696e-05 2.62674912e-05

R C10t0 = 3.91304348e-05 1.44201078e-05
R C10t1 = 3.04347826e-05 1.10848250e-05
R C10t2 = 3.04347826e-05 1.30434783e-05
R C10t3 = 3.04347826e-05 1.30434783e-05
R C10t4 = 3.47826087e-05 1.47441956e-05
R C10t5 = 3.04347826e-05 1.30434783e-05
R C10t6 = 3.47826087e-05 1.62680756e-05
R C10t7 = 3.47826087e-05 1.62680756e-05
R C10t8 = 3.91304348e-05 1.44201078e-05
R C10t9 = 3.91304348e-05 1.44201078e-05

R C11t0 = 1.30434783e-05 8.69565217e-06
R C11t1 = 1.30434783e-05 8.69565217e-06
R C11t2 = 1.30434783e-05 8.69565217e-06
