C This is dla.cc ver.2.0.5

I N_PROC = 1
P D       =            1
P L       =           32
P BETA    =       1.0000000000000000
P NSET    =            5
P NPRE    =         1000
P NTHERM  =         1000
P NDECOR  =         1000
P NMCS    =         1000
P SEED    =    198212240
P NSEGMAX =       100000
P NVERMAX =       100000
P BETA    = 1.000000000000
P NTAU    =           10
P NCYC    =           19
P ALGFILE = algorithm.xml
P LATFILE = lattice.xml
P WVFILE = wv.xml
P DISPFILE  = disp.xml
P OUTFILE    = res_2_10.dat
P CFOUTFILE  = cf_2_10.dat
P SFOUTFILE  = sf_2_10.dat
P CKOUTFILE  = ck_2_10.dat
P SIMULATIONTIME   =     0.000000
R C0t0 = 3.34178947e-01 6.68876761e-04
R C0t1 = 3.02752632e-01 1.35723158e-03
R C0t2 = 2.80821053e-01 1.14418922e-03
R C0t3 = 2.65684211e-01 1.15750592e-03
R C0t4 = 2.58568421e-01 1.23800617e-03
R C0t5 = 2.55352632e-01 9.71391326e-04
R C0t6 = 2.58210526e-01 4.78629160e-04
R C0t7 = 2.66226316e-01 5.53170164e-04
R C0t8 = 2.80847368e-01 4.16372010e-04
R C0t9 = 3.03478947e-01 6.06143525e-04

R C1t0 = 1.77547368e-01 5.21915819e-04
R C1t1 = 1.61400000e-01 4.88822430e-04
R C1t2 = 1.51052632e-01 4.44027775e-04
R C1t3 = 1.43652632e-01 7.53679800e-04
R C1t4 = 1.39247368e-01 7.03010936e-04
R C1t5 = 1.38278947e-01 8.53402835e-04
R C1t6 = 1.39847368e-01 8.63358449e-04
R C1t7 = 1.44452632e-01 8.95796586e-04
R C1t8 = 1.51831579e-01 7.38184867e-04
R C1t9 = 1.62378947e-01 7.20716403e-04

R C2t0 = 7.95263158e-02 1.17858312e-03
R C2t1 = 7.93526316e-02 1.18665245e-03
R C2t2 = 7.87842105e-02 1.33110560e-03
R C2t3 = 7.86157895e-02 1.14213558e-03
R C2t4 = 7.86526316e-02 7.69546760e-04
R C2t5 = 7.81000000e-02 9.68992966e-04
R C2t6 = 7.86421053e-02 1.00137025e-03
R C2t7 = 7.94736842e-02 1.14220834e-03
R C2t8 = 7.95315789e-02 1.13134637e-03
R C2t9 = 7.93473684e-02 8.75268063e-04

R C3t0 = 4.27210526e-02 4.23234479e-04
R C3t1 = 4.30578947e-02 6.54168394e-04
R C3t2 = 4.26052632e-02 7.86309448e-04
R C3t3 = 4.26157895e-02 7.15024746e-04
R C3t4 = 4.23368421e-02 3.93805920e-04
R C3t5 = 4.17736842e-02 5.17598867e-04
R C3t6 = 4.14842105e-02 4.95030708e-04
R C3t7 = 4.19210526e-02 5.20028233e-04
R C3t8 = 4.18631579e-02 5.26013071e-04
R C3t9 = 4.21263158e-02 3.88494502e-04

R C4t0 = 2.28578947e-02 1.64257753e-04
R C4t1 = 2.27473684e-02 3.60881500e-04
R C4t2 = 2.28000000e-02 4.22087544e-04
R C4t3 = 2.29052632e-02 2.74568410e-04
R C4t4 = 2.26578947e-02 3.59670517e-04
R C4t5 = 2.28263158e-02 3.48085385e-04
R C4t6 = 2.29526316e-02 4.26883962e-04
R C4t7 = 2.28526316e-02 4.26900184e-04
R C4t8 = 2.27894737e-02 2.82940633e-04
R C4t9 = 2.27947368e-02 2.20393755e-04

R C5t0 = 1.20368421e-02 3.58667896e-04
R C5t1 = 1.20789474e-02 4.58453984e-04
R C5t2 = 1.22526316e-02 4.38029458e-04
R C5t3 = 1.23052632e-02 3.58667896e-04
R C5t4 = 1.21052632e-02 3.45529422e-04
R C5t5 = 1.22105263e-02 4.32972717e-04
R C5t6 = 1.24157895e-02 3.49950531e-04
R C5t7 = 1.22473684e-02 4.24704558e-04
R C5t8 = 1.20789474e-02 4.06236016e-04
R C5t9 = 1.19894737e-02 4.06542751e-04

R C6t0 = 6.36315789e-03 1.58420178e-04
R C6t1 = 6.51052632e-03 1.80910287e-04
R C6t2 = 6.52105263e-03 2.23513867e-04
R C6t3 = 6.62631579e-03 1.65266510e-04
R C6t4 = 6.60000000e-03 1.08311135e-04
R C6t5 = 6.62631579e-03 6.98236798e-05
R C6t6 = 6.60526316e-03 2.76002328e-05
R C6t7 = 6.80526316e-03 1.17570042e-04
R C6t8 = 6.69473684e-03 1.95977555e-04
R C6t9 = 6.56842105e-03 1.41617095e-04

R C7t0 = 3.52105263e-03 1.07669856e-04
R C7t1 = 3.61052632e-03 1.28220292e-04
R C7t2 = 3.58421053e-03 1.79719696e-04
R C7t3 = 3.60526316e-03 1.84022460e-04
R C7t4 = 3.50000000e-03 2.07043561e-04
R C7t5 = 3.53157895e-03 2.16270324e-04
R C7t6 = 3.52631579e-03 2.66686864e-04
R C7t7 = 3.57368421e-03 2.22582426e-04
R C7t8 = 3.45263158e-03 1.39597760e-04
R C7t9 = 3.55263158e-03 1.76138953e-04

R C8t0 = 1.99473684e-03 1.38602043e-04
R C8t1 = 1.85263158e-03 1.35877165e-04
R C8t2 = 1.78421053e-03 1.76217569e-04
R C8t3 = 1.75789474e-03 1.61021669e-04
R C8t4 = 1.78947368e-03 1.89217663e-04
R C8t5 = 1.87368421e-03 1.77977247e-04
R C8t6 = 1.98421053e-03 1.20766252e-04
R C8t7 = 1.95263158e-03 8.17061826e-05
R C8t8 = 2.01578947e-03 8.55161937e-05
R C8t9 = 1.99473684e-03 1.23824109e-04

R C9t0 = 1.08421053e-03 5.66859453e-05
R C9t1 = 1.04736842e-03 7.55405268e-05
R C9t2 = 1.13684211e-03 8.37983333e-05
R C9t3 = 1.04210526e-03 8.42927230e-05
R C9t4 = 1.05789474e-03 8.90080764e-05
R C9t5 = 1.07368421e-03 6.93259993e-05
R C9t6 = 1.04736842e-03 8.50289180e-05
R C9t7 = 1.09473684e-03 5.30248465e-05
R C9t8 = 1.06842105e-03 3.77702634e-05
R C9t9 = 1.05263158e-03 5.70512721e-05

R C10t0 = 5.94736842e-04 7.09062820e-05
R C10t1 = 6.00000000e-04 9.09323818e-05
R C10t2 = 6.36842105e-04 8.66425139e-05
R C10t3 = 6.36842105e-04 7.69033642e-05
R C10t4 = 6.10526316e-04 6.83197631e-05
R C10t5 = 6.47368421e-04 6.47817559e-05
R C10t6 = 6.47368421e-04 8.83050618e-05
R C10t7 = 6.68421053e-04 1.06765594e-04
R C10t8 = 5.78947368e-04 8.19600605e-05
R C10t9 = 5.47368421e-04 5.48228070e-05

R C11t0 = 2.47368421e-04 1.05263158e-05
R C11t1 = 2.68421053e-04 3.26570359e-05
R C11t2 = 2.94736842e-04 5.28940822e-05
