C This is dla.cc ver.2.0.5

I N_PROC = 1
P D       =            1
P L       =           32
P BETA    =      10.0000000000000000
P NSET    =            5
P NPRE    =         1000
P NTHERM  =         1000
P NDECOR  =         1000
P NMCS    =         1000
P SEED    =    198212240
P NSEGMAX =       100000
P NVERMAX =       100000
P BETA    = 10.000000000000
P NTAU    =           10
P NCYC    =           13
P ALGFILE = algorithm.xml
P LATFILE = lattice.xml
P WVFILE = wv.xml
P DISPFILE  = disp.xml
P OUTFILE    = res_1_1.dat
P CFOUTFILE  = cf_1_1.dat
P SFOUTFILE  = sf_1_1.dat
P CKOUTFILE  = ck_1_1.dat
P SIMULATIONTIME   =     0.000000
R C0t0 = 5.00007692e-01 7.69230616e-06
R C0t1 = 1.92661538e-01 1.17130383e-03
R C0t2 = 1.08538462e-01 1.08042015e-03
R C0t3 = 7.93000000e-02 5.15355912e-04
R C0t4 = 6.75538462e-02 2.34142019e-04
R C0t5 = 6.33615385e-02 5.22935501e-04
R C0t6 = 6.67615385e-02 9.23669681e-04
R C0t7 = 7.84923077e-02 9.14899678e-04
R C0t8 = 1.07407692e-01 5.02449621e-04
R C0t9 = 1.92430769e-01 8.20989445e-04

R C1t0 = 2.94115385e-01 1.55543521e-03
R C1t1 = 1.35869231e-01 1.43527001e-03
R C1t2 = 8.75000000e-02 4.88022213e-04
R C1t3 = 6.87538462e-02 8.25589264e-04
R C1t4 = 6.01307692e-02 5.84514161e-04
R C1t5 = 5.64692308e-02 5.63615757e-04
R C1t6 = 5.95153846e-02 4.50115041e-04
R C1t7 = 6.83230769e-02 1.30202391e-04
R C1t8 = 8.73615385e-02 5.35237601e-04
R C1t9 = 1.35784615e-01 6.91516642e-04

R C2t0 = 1.21746154e-01 1.58551132e-03
R C2t1 = 1.03469231e-01 9.39627271e-04
R C2t2 = 8.20230769e-02 6.66128974e-04
R C2t3 = 6.85923077e-02 4.92487948e-04
R C2t4 = 6.09384615e-02 5.88800807e-04
R C2t5 = 5.78153846e-02 9.32833058e-04
R C2t6 = 5.99230769e-02 5.14436556e-04
R C2t7 = 6.70461538e-02 4.43960124e-04
R C2t8 = 8.10461538e-02 5.58341797e-04
R C2t9 = 1.03261538e-01 5.43846698e-04

R C3t0 = 9.68000000e-02 1.48913223e-03
R C3t1 = 8.35307692e-02 5.53552272e-04
R C3t2 = 6.76153846e-02 6.01034611e-04
R C3t3 = 5.73769231e-02 6.22483098e-04
R C3t4 = 5.21769231e-02 5.77512519e-04
R C3t5 = 5.03384615e-02 6.62543959e-04
R C3t6 = 5.15307692e-02 3.97551679e-04
R C3t7 = 5.64384615e-02 5.71849486e-04
R C3t8 = 6.66846154e-02 3.86418849e-04
R C3t9 = 8.27692308e-02 8.73339506e-04

R C4t0 = 6.50230769e-02 1.00800054e-03
R C4t1 = 6.22230769e-02 7.66668811e-04
R C4t2 = 5.66384615e-02 5.25897373e-04
R C4t3 = 5.21846154e-02 7.30708500e-04
R C4t4 = 4.94769231e-02 6.47320376e-04
R C4t5 = 4.86846154e-02 4.88688621e-04
R C4t6 = 4.91076923e-02 1.61995690e-04
R C4t7 = 5.15538462e-02 5.17961411e-04
R C4t8 = 5.73692308e-02 5.74044099e-04
R C4t9 = 6.27000000e-02 8.11292343e-04

R C5t0 = 5.56615385e-02 6.42710606e-04
R C5t1 = 5.29461538e-02 4.83545828e-04
R C5t2 = 4.75846154e-02 7.04318883e-04
R C5t3 = 4.36461538e-02 9.08816123e-04
R C5t4 = 4.11076923e-02 5.59136062e-04
R C5t5 = 4.08076923e-02 4.58644775e-04
R C5t6 = 4.14615385e-02 4.05582349e-04
R C5t7 = 4.35000000e-02 5.52294836e-04
R C5t8 = 4.86307692e-02 5.46722348e-04
R C5t9 = 5.34615385e-02 3.50823208e-04

R C6t0 = 4.24769231e-02 3.24219591e-04
R C6t1 = 4.26846154e-02 3.85652448e-04
R C6t2 = 4.01000000e-02 5.80578165e-04
R C6t3 = 3.80076923e-02 4.93658004e-04
R C6t4 = 3.66538462e-02 4.79151123e-04
R C6t5 = 3.67846154e-02 3.95163063e-04
R C6t6 = 3.70615385e-02 4.91435526e-04
R C6t7 = 3.86384615e-02 5.29820780e-04
R C6t8 = 3.96076923e-02 2.44283762e-04
R C6t9 = 4.19230769e-02 2.18588804e-04

R C7t0 = 3.59076923e-02 1.06448865e-04
R C7t1 = 3.61000000e-02 2.17435293e-04
R C7t2 = 3.39846154e-02 4.55180568e-04
R C7t3 = 3.20846154e-02 2.03301158e-04
R C7t4 = 3.15769231e-02 4.77759812e-04
R C7t5 = 3.12307692e-02 5.56430934e-04
R C7t6 = 3.14000000e-02 4.12740875e-04
R C7t7 = 3.29076923e-02 2.94827198e-04
R C7t8 = 3.37461538e-02 3.81254547e-04
R C7t9 = 3.57769231e-02 4.70490113e-04

R C8t0 = 2.86923077e-02 3.63456451e-04
R C8t1 = 2.91000000e-02 2.41604597e-04
R C8t2 = 2.86615385e-02 4.82289903e-04
R C8t3 = 2.77538462e-02 2.97076485e-04
R C8t4 = 2.80692308e-02 5.39614151e-04
R C8t5 = 2.75230769e-02 7.15281217e-04
R C8t6 = 2.77846154e-02 4.14885740e-04
R C8t7 = 2.84384615e-02 3.64999797e-04
R C8t8 = 2.86384615e-02 2.94073613e-04
R C8t9 = 2.92153846e-02 3.19855737e-04

R C9t0 = 2.53615385e-02 3.44354297e-04
R C9t1 = 2.52615385e-02 4.54660287e-04
R C9t2 = 2.47307692e-02 3.46580933e-04
R C9t3 = 2.34461538e-02 2.98566595e-04
R C9t4 = 2.34538462e-02 3.59445661e-04
R C9t5 = 2.34307692e-02 6.98413248e-04
R C9t6 = 2.36615385e-02 4.32140674e-04
R C9t7 = 2.42538462e-02 7.35812557e-05
R C9t8 = 2.44615385e-02 3.30187324e-04
R C9t9 = 2.52384615e-02 2.99753350e-04

R C10t0 = 2.09307692e-02 5.59797089e-04
R C10t1 = 2.12000000e-02 3.70989402e-04
R C10t2 = 2.14615385e-02 3.88823137e-04
R C10t3 = 2.09384615e-02 2.97574017e-04
R C10t4 = 2.09692308e-02 4.05290458e-04
R C10t5 = 2.11076923e-02 4.98132608e-04
R C10t6 = 2.12307692e-02 2.78680322e-04
R C10t7 = 2.12923077e-02 2.83313029e-04
R C10t8 = 2.11615385e-02 3.61088099e-04
R C10t9 = 2.09230769e-02 3.98220896e-04

R C11t0 = 1.85615385e-02 2.72670337e-04
R C11t1 = 1.83461538e-02 3.29290074e-04
R C11t2 = 1.83615385e-02 3.86457129e-04
