C This is dla.cc ver.2.0.5

I N_PROC = 1
P D       =            1
P L       =           32
P BETA    =       0.8000000000000000
P NSET    =            5
P NPRE    =         1000
P NTHERM  =         1000
P NDECOR  =         1000
P NMCS    =         1000
P SEED    =    198212240
P NSEGMAX =       100000
P NVERMAX =       100000
P BETA    = 0.800000000000
P NTAU    =           10
P NCYC    =           22
P ALGFILE = algorithm.xml
P LATFILE = lattice.xml
P WVFILE = wv.xml
P DISPFILE  = disp.xml
P OUTFILE    = res_2_11.dat
P CFOUTFILE  = cf_2_11.dat
P SFOUTFILE  = sf_2_11.dat
P CKOUTFILE  = ck_2_11.dat
P SIMULATIONTIME   =     0.000000
R C0t0 = 3.33627273e-01 8.08036852e-04
R C0t1 = 3.11036364e-01 1.41730742e-03
R C0t2 = 2.95127273e-01 1.31762527e-03
R C0t3 = 2.83681818e-01 9.28124609e-04
R C0t4 = 2.76995455e-01 7.63460478e-04
R C0t5 = 2.74795455e-01 5.75902095e-04
R C0t6 = 2.77554545e-01 8.29019136e-04
R C0t7 = 2.83118182e-01 1.15829741e-03
R C0t8 = 2.94786364e-01 7.20873838e-04
R C0t9 = 3.10822727e-01 4.12886433e-04

R C1t0 = 1.55577273e-01 9.98723359e-04
R C1t1 = 1.44936364e-01 1.08805023e-03
R C1t2 = 1.36159091e-01 1.19436089e-03
R C1t3 = 1.30504545e-01 1.39587645e-03
R C1t4 = 1.27127273e-01 1.26928512e-03
R C1t5 = 1.25709091e-01 1.07860964e-03
R C1t6 = 1.27222727e-01 1.15898841e-03
R C1t7 = 1.30659091e-01 1.22045666e-03
R C1t8 = 1.36195455e-01 9.17731663e-04
R C1t9 = 1.44322727e-01 9.83342672e-04

R C2t0 = 6.15181818e-02 6.68174088e-04
R C2t1 = 6.18227273e-02 7.98675298e-04
R C2t2 = 6.19500000e-02 7.52694883e-04
R C2t3 = 6.13681818e-02 5.98698658e-04
R C2t4 = 6.14136364e-02 6.18098256e-04
R C2t5 = 6.11818182e-02 6.54529672e-04
R C2t6 = 6.09863636e-02 6.22021830e-04
R C2t7 = 6.07818182e-02 5.79505346e-04
R C2t8 = 6.12727273e-02 7.20027835e-04
R C2t9 = 6.17318182e-02 6.47324436e-04

R C3t0 = 2.81227273e-02 4.29154464e-04
R C3t1 = 2.82545455e-02 3.27256944e-04
R C3t2 = 2.78454545e-02 2.66733377e-04
R C3t3 = 2.72590909e-02 2.86092946e-04
R C3t4 = 2.73409091e-02 3.31849314e-04
R C3t5 = 2.75772727e-02 3.41862304e-04
R C3t6 = 2.77681818e-02 3.95310841e-04
R C3t7 = 2.78636364e-02 3.46395250e-04
R C3t8 = 2.80454545e-02 4.59349612e-04
R C3t9 = 2.84136364e-02 4.53145572e-04

R C4t0 = 1.23636364e-02 2.97371404e-04
R C4t1 = 1.25090909e-02 2.84281754e-04
R C4t2 = 1.24545455e-02 1.83514811e-04
R C4t3 = 1.24772727e-02 1.87138080e-04
R C4t4 = 1.25636364e-02 1.61091320e-04
R C4t5 = 1.27590909e-02 2.44421226e-04
R C4t6 = 1.27136364e-02 1.54411707e-04
R C4t7 = 1.25409091e-02 3.30867255e-04
R C4t8 = 1.25636364e-02 1.80019512e-04
R C4t9 = 1.23772727e-02 2.16160141e-04

R C5t0 = 5.59090909e-03 2.27840201e-04
R C5t1 = 5.67272727e-03 2.26544287e-04
R C5t2 = 5.75909091e-03 3.18392787e-04
R C5t3 = 5.62727273e-03 2.43256148e-04
R C5t4 = 5.61818182e-03 3.15524619e-04
R C5t5 = 5.65454545e-03 2.79221912e-04
R C5t6 = 5.82272727e-03 3.11819507e-04
R C5t7 = 5.81818182e-03 2.36516559e-04
R C5t8 = 5.74090909e-03 2.53549187e-04
R C5t9 = 5.54545455e-03 2.06805694e-04

R C6t0 = 2.64545455e-03 1.37420150e-04
R C6t1 = 2.77272727e-03 1.68396669e-04
R C6t2 = 2.67727273e-03 1.76542786e-04
R C6t3 = 2.67727273e-03 1.32988535e-04
R C6t4 = 2.65454545e-03 1.31818182e-04
R C6t5 = 2.60909091e-03 1.73592331e-04
R C6t6 = 2.57727273e-03 1.69710497e-04
R C6t7 = 2.63181818e-03 1.60770356e-04
R C6t8 = 2.61818182e-03 1.50652849e-04
R C6t9 = 2.59090909e-03 1.07565087e-04

R C7t0 = 1.30909091e-03 8.05456598e-05
R C7t1 = 1.31363636e-03 9.10226563e-05
R C7t2 = 1.37727273e-03 9.38721656e-05
R C7t3 = 1.41363636e-03 1.32404651e-04
R C7t4 = 1.38636364e-03 1.22811419e-04
R C7t5 = 1.36363636e-03 1.19615431e-04
R C7t6 = 1.39090909e-03 1.16198391e-04
R C7t7 = 1.27727273e-03 6.24069555e-05
R C7t8 = 1.33181818e-03 8.18181818e-05
R C7t9 = 1.31363636e-03 9.24304519e-05

R C8t0 = 6.90909091e-04 6.80301343e-05
R C8t1 = 6.36363636e-04 7.04178790e-05
R C8t2 = 6.04545455e-04 7.55831325e-05
R C8t3 = 6.36363636e-04 7.22284026e-05
R C8t4 = 6.00000000e-04 9.10793860e-05
R C8t5 = 5.72727273e-04 8.39372060e-05
R C8t6 = 6.22727273e-04 8.43056227e-05
R C8t7 = 6.27272727e-04 9.30431340e-05
R C8t8 = 6.77272727e-04 1.07420930e-04
R C8t9 = 6.50000000e-04 1.03052582e-04

R C9t0 = 3.50000000e-04 4.74559387e-05
R C9t1 = 3.27272727e-04 2.92820426e-05
R C9t2 = 3.36363636e-04 5.15262911e-05
R C9t3 = 3.68181818e-04 6.75730398e-05
R C9t4 = 3.63636364e-04 4.97929598e-05
R C9t5 = 3.45454545e-04 6.40409218e-05
R C9t6 = 3.77272727e-04 6.57128741e-05
R C9t7 = 3.90909091e-04 4.51123483e-05
R C9t8 = 3.81818182e-04 2.20349084e-05
R C9t9 = 3.63636364e-04 5.18261557e-05

R C10t0 = 1.54545455e-04 1.32521634e-05
R C10t1 = 1.63636364e-04 1.32521634e-05
R C10t2 = 1.68181818e-04 5.56702214e-06
R C10t3 = 1.59090909e-04 1.01639454e-05
R C10t4 = 1.27272727e-04 2.33991594e-05
R C10t5 = 1.27272727e-04 1.98131770e-05
R C10t6 = 1.27272727e-04 1.15886807e-05
R C10t7 = 1.45454545e-04 1.54143863e-05
R C10t8 = 1.59090909e-04 2.03278907e-05
R C10t9 = 1.68181818e-04 1.36363636e-05

R C11t0 = 1.13636364e-04 1.90150006e-05
R C11t1 = 9.54545455e-05 1.32521634e-05
R C11t2 = 1.22727273e-04 2.55113004e-05
